Date,Platform,Daily_Active_Users,New_Registrations,Session_Duration,In_Game_Purchases,Social_Media_Mentions,Stream_Viewership,Revenue,Top_Genre
2014-12-01,VR,1771,18800,17.21,52591,7579,10637,25196,Simulation
2014-12-02,Console,88214,14702,49.93,67199,7659,29358,15982,Adventure
2014-12-03,Mobile,118754,12248,17.05,35266,3072,23524,116446,Simulation
2014-12-04,Console,72089,15315,80.31,41927,6351,19221,88327,RPG
2014-12-05,Mobile,111482,12683,11.14,66839,6474,80666,136622,RPG
2014-12-06,VR,997,7908,15.37,74373,7361,5619,24688,Simulation
2014-12-07,VR,3878,15620,8.56,81474,6033,8950,30346,Adventure
2014-12-08,Mobile,113177,10549,22.69,70565,6776,32149,45730,Simulation
2014-12-09,PC,25624,3475,82.16,79216,1740,107723,16199,Simulation
2014-12-10,Mobile,63277,8061,39.1,19619,6456,57759,210970,RPG
2014-12-11,Console,52191,17226,22.77,81792,6174,9277,103142,Simulation
2014-12-12,VR,1561,8472,25.74,17059,9697,7160,21090,RPG
2014-12-13,Mobile,221641,19735,15.24,99350,2682,93422,87347,Adventure
2014-12-14,VR,1958,12045,40.15,45796,6377,2940,2451,RPG
2014-12-15,VR,2705,18178,11.88,17594,4587,8623,21534,Action
2014-12-16,PC,44408,12924,52.76,51129,7027,98327,78853,Simulation
2014-12-17,VR,685,3647,29.58,61691,6699,6847,62126,FPS
2014-12-18,Mobile,176796,14143,10.59,42099,6172,38469,122022,RPG
2014-12-19,VR,1935,18527,10.19,71635,8265,7193,7308,Adventure
2014-12-20,VR,215,1887,17.85,23376,3289,8684,17751,FPS
2014-12-21,PC,47452,10352,84.93,12757,9744,72631,135318,Adventure
2014-12-22,Console,30434,6723,45.02,57139,1730,38271,22363,Simulation
2014-12-23,Mobile,27826,2495,27.68,90503,9529,21992,135952,RPG
2014-12-24,PC,40577,16230,31.67,90228,3675,102313,135623,Adventure
2014-12-25,Mobile,17821,2756,23.68,47626,2412,69411,174586,Adventure
2014-12-26,Mobile,60561,9602,24.19,33707,4269,105141,233072,Simulation
2014-12-27,Mobile,10706,1085,51.87,29162,4215,34112,156724,Action
2014-12-28,PC,36444,6458,50.61,10136,5372,88100,73835,Action
2014-12-29,Console,33392,6340,24.8,40647,2019,18823,4456,Action
2014-12-30,Mobile,96370,7791,45.74,20502,2276,77187,61720,Adventure
2014-12-31,Console,15554,7443,70.85,21314,5114,11847,35711,Simulation
2015-01-01,Console,40818,9474,86.61,10222,1465,14849,73408,Adventure
2015-01-02,PC,62034,13169,73.6,56058,3194,77783,38623,RPG
2015-01-03,VR,2289,11645,28.86,28409,5630,8865,21793,FPS
2015-01-04,Console,23883,5347,59.34,70600,2738,35051,83362,Adventure
2015-01-05,PC,45031,12835,51.81,44247,8168,55988,35504,Adventure
2015-01-06,PC,7847,1198,41.29,59308,7525,74569,7674,Action
2015-01-07,Mobile,65972,15833,28.27,81425,7502,81633,150540,Adventure
2015-01-08,PC,100436,15157,60.27,25005,9628,41096,11390,RPG
2015-01-09,Mobile,159924,17191,17.5,22388,1180,27180,252276,RPG
2015-01-10,Console,75625,16950,32.09,66624,8114,22760,87836,FPS
2015-01-11,PC,64508,12258,27.85,53394,9123,34660,206175,RPG
2015-01-12,PC,40611,7951,41.83,66344,2599,68966,65683,Simulation
2015-01-13,PC,50651,10614,95.57,99955,1116,48050,72790,Simulation
2015-01-14,VR,1866,12567,32.3,23529,5728,10841,21863,Action
2015-01-15,VR,1850,10548,36.18,52614,6209,3736,41242,Simulation
2015-01-16,PC,52695,12468,19.07,64514,3725,87882,66330,Simulation
2015-01-17,VR,1960,9552,33.15,74990,4733,2355,54977,Simulation
2015-01-18,Mobile,26008,3216,6.78,46119,6911,44451,145449,Simulation
2015-01-19,PC,83030,12354,66.78,78260,8551,37736,22016,Simulation
2015-01-20,Console,10344,3070,34.37,84750,3053,5976,11652,FPS
2015-01-21,Mobile,8352,1004,32.81,87947,7597,54777,86627,Adventure
2015-01-22,PC,18181,7272,51.21,25711,7008,113329,61926,FPS
2015-01-23,PC,52163,7718,36.74,51779,4211,65194,15923,RPG
2015-01-24,PC,72999,16326,42.33,52506,8676,49814,17655,FPS
2015-01-25,Mobile,185243,17328,13.82,56954,6497,27470,215873,Simulation
2015-01-26,Console,89472,19639,51.59,10768,4922,10906,46714,RPG
2015-01-27,Console,61794,14724,128.25,56596,2796,9853,50625,Action
2015-01-28,Console,33160,8494,61.48,69605,4045,36028,78698,Action
2015-01-29,VR,2376,11296,13.74,76320,1122,2595,11882,FPS
2015-01-30,Mobile,21248,2968,58.94,77062,9706,34240,213113,Adventure
2015-01-31,Console,100922,18235,60.95,51104,6313,34623,68788,Simulation
2015-02-01,PC,46610,11817,43.9,69702,1735,122843,8416,RPG
2015-02-02,VR,324,1926,30.99,90449,9412,10322,28732,Action
2015-02-03,PC,21716,3796,30,44010,2442,44543,41646,Action
2015-02-04,Console,26166,4361,83.01,55955,9811,27404,55902,Action
2015-02-05,VR,1549,10399,24.16,58058,7363,5141,23508,RPG
2015-02-06,VR,211,1433,15.08,37581,4423,4784,46642,Action
2015-02-07,Console,15834,5357,88.73,51123,5134,33372,26403,FPS
2015-02-08,VR,1330,9699,34.84,90049,9698,3414,53161,Simulation
2015-02-09,Console,32398,10778,61.68,27801,3238,26370,58593,RPG
2015-02-10,Console,61683,13888,40.64,62029,2717,35430,71276,Action
2015-02-11,VR,2937,15848,28.26,80845,1182,12145,27374,Simulation
2015-02-12,PC,68209,13092,78.58,34536,4446,41230,19886,FPS
2015-02-13,Console,36028,6780,61.75,86756,4083,27841,50223,Action
2015-02-14,VR,1780,8195,43.83,16750,7631,4681,4217,FPS
2015-02-15,PC,102439,19337,17.57,92982,1339,32683,29748,Adventure
2015-02-16,VR,1910,9098,9.57,80503,2734,2434,4600,Simulation
2015-02-17,VR,2846,15346,20.8,11988,3639,9015,37375,Simulation
2015-02-18,Console,13130,3161,69.8,19726,1882,10068,34122,Adventure
2015-02-19,VR,1488,12343,16.93,67409,2460,2311,31681,RPG
2015-02-20,PC,102944,13725,27.28,84192,9414,67959,109032,RPG
2015-02-21,VR,1999,12656,44.56,37750,1941,6212,18964,FPS
2015-02-22,PC,11878,2928,64.85,69569,7229,41339,57596,RPG
2015-02-23,PC,57742,12472,60.49,81105,1203,131756,99656,Adventure
2015-02-24,VR,2130,10202,20.94,70329,2229,13973,51048,Simulation
2015-02-25,Mobile,57506,8455,21.55,84212,5651,63824,157258,Action
2015-02-26,VR,2877,11507,25.8,38754,2525,9097,61821,RPG
2015-02-27,Mobile,69747,7943,21.54,64076,2327,91067,28342,RPG
2015-02-28,Mobile,105588,19825,48.26,16597,5241,66489,26126,FPS
2015-03-01,PC,66467,14862,37.59,53001,8863,34305,25242,RPG
2015-03-02,PC,123107,19256,23.89,78358,3402,64343,154795,RPG
2015-03-03,PC,14187,3489,30.3,94748,9225,32670,78643,RPG
2015-03-04,Mobile,123559,16329,27.03,88305,6466,109663,46340,FPS
2015-03-05,Console,88995,18122,84.13,43836,6395,26047,38648,Action
2015-03-06,PC,35014,6679,40.42,93963,3030,55673,75241,Action
2015-03-07,VR,532,3698,27.3,97992,8670,8894,17703,RPG
2015-03-08,PC,90424,14832,63.38,93987,1812,61654,82213,RPG
2015-03-09,Console,19169,5424,49.6,58095,4264,21896,44708,FPS
2015-03-10,Mobile,155276,18377,19.86,36268,4139,121534,179824,Simulation
2015-03-11,VR,1344,8663,26.28,51833,5099,3505,8889,Action
2015-03-12,PC,49221,9330,39.62,71457,2780,84227,131164,RPG
2015-03-13,VR,514,4939,5.22,44373,1748,9669,24487,FPS
2015-03-14,VR,2227,16608,26.64,96740,3828,2269,16487,Adventure
2015-03-15,PC,12935,2153,25.45,63013,6328,101779,137185,FPS
2015-03-16,VR,4748,18993,41.54,93165,2680,6319,1768,Action
2015-03-17,VR,736,5377,19.36,99600,3630,9923,25514,Adventure
2015-03-18,PC,20136,5879,46.85,96811,2063,76995,48586,Simulation
2015-03-19,Console,14465,3717,107.38,22820,3416,19579,58766,RPG
2015-03-20,PC,60712,17403,33.62,33980,2315,102452,47638,Action
2015-03-21,PC,67821,15438,60,15795,3792,89416,110841,RPG
2015-03-22,VR,3274,17611,33.41,64511,3701,5090,31139,Simulation
2015-03-23,Console,72453,17717,43.85,51148,8648,10529,19141,RPG
2015-03-24,Mobile,120427,13109,17.14,64468,7705,38856,44669,Action
2015-03-25,VR,754,7024,8.29,95394,1583,2946,22216,Action
2015-03-26,Mobile,134331,16492,31.13,47350,8002,27556,87608,Action
2015-03-27,Mobile,156202,14486,16.9,83777,6216,60252,33270,Action
2015-03-28,Console,35653,7507,97.62,92883,5075,23975,28334,RPG
2015-03-29,Mobile,94917,10476,8.55,25911,8202,23731,214909,RPG
2015-03-30,PC,41118,7157,27.81,34178,3701,25680,120457,Simulation
2015-03-31,Console,36590,10724,20.12,51557,3862,17951,99389,Adventure
2015-04-01,VR,2447,11314,9.86,56635,5486,3634,10110,Simulation
2015-04-02,Mobile,43509,4219,31.95,93676,2249,78745,76806,Adventure
2015-04-03,Mobile,12800,1558,38.3,38644,1312,66912,166021,Adventure
2015-04-04,PC,118572,19354,34.65,83783,1687,36687,111590,Adventure
2015-04-05,Mobile,73215,12383,46.21,79456,7750,57180,139451,Simulation
2015-04-06,PC,66619,13761,29.44,62626,2922,167380,43636,FPS
2015-04-07,VR,1747,9066,25.11,26481,9843,7682,30196,Adventure
2015-04-08,VR,1318,12647,21.02,87039,2245,8766,36265,FPS
2015-04-09,VR,1429,6548,10.42,30288,7304,5277,57535,Adventure
2015-04-10,Mobile,94536,8022,57.61,89151,4267,67423,24375,Action
2015-04-11,Mobile,98217,16755,25.6,90777,7497,34632,144437,RPG
2015-04-12,PC,34591,4612,51.11,52583,7671,81698,145771,Adventure
2015-04-13,VR,2091,13842,26.16,80230,4034,6311,35323,FPS
2015-04-14,VR,2945,15457,37.24,24122,9755,7474,34838,FPS
2015-04-15,VR,2641,14865,16.11,48737,2625,2236,5621,RPG
2015-04-16,VR,1525,10002,17.95,92359,1132,3156,37614,FPS
2015-04-17,Console,30001,12779,69.99,98716,3399,30038,32572,Adventure
2015-04-18,PC,113682,17668,21.85,14814,3740,100908,179019,Simulation
2015-04-19,Mobile,98007,9823,27.23,93914,7170,89064,125734,FPS
2015-04-20,VR,623,3255,17.85,59539,9794,4611,12994,Simulation
2015-04-21,PC,21333,4248,44.36,56030,3285,49091,21835,RPG
2015-04-22,PC,53968,12448,43.26,52053,8518,47667,75210,Simulation
2015-04-23,VR,1264,12075,30.57,46338,1437,6684,20452,Simulation
2015-04-24,VR,1641,11392,13.53,62101,9896,5762,25914,FPS
2015-04-25,Mobile,58825,8191,18.87,64774,8386,113058,230122,RPG
2015-04-26,Console,85057,18952,79.96,10778,1268,4009,114521,Simulation
2015-04-27,Mobile,11996,1304,35.06,18475,3739,47846,30912,Simulation
2015-04-28,VR,269,1841,16.62,45635,9967,3771,23266,RPG
2015-04-29,Console,20842,5400,79.64,56539,5035,13422,26105,RPG
2015-04-30,VR,3089,17956,19.63,80755,3695,4434,45941,RPG
2015-05-01,Mobile,59131,11376,33.87,15888,5670,33029,132116,Simulation
2015-05-02,PC,76075,12114,52.29,59163,6054,69903,59784,FPS
2015-05-03,VR,3355,17195,9.63,40734,3699,2004,3795,Action
2015-05-04,PC,48207,7925,64.74,92167,8925,34730,21685,Action
2015-05-05,Mobile,25298,6071,30.25,88231,1769,25619,13430,Adventure
2015-05-06,Mobile,63375,6362,29.34,33374,8335,61191,269405,RPG
2015-05-07,Console,64915,15590,67.3,24627,5184,24627,45766,FPS
2015-05-08,VR,1614,10671,22.54,34889,8730,2707,37140,Simulation
2015-05-09,Console,16198,3435,112.43,64776,4534,28927,53332,RPG
2015-05-10,Console,48152,8886,97.35,36450,5867,32286,2648,Action
2015-05-11,Mobile,59503,5362,11.88,45184,4140,145651,64882,RPG
2015-05-12,VR,596,4989,32.96,71072,9526,8398,26535,Adventure
2015-05-13,PC,37760,12284,21.6,70396,9661,127228,96866,Adventure
2015-05-14,Console,37729,7375,75.59,75901,4413,43608,12540,RPG
2015-05-15,PC,43401,7883,105.94,29824,6534,44534,169088,Action
2015-05-16,Console,5120,2559,84.59,74081,4404,14547,39595,Action
2015-05-17,PC,35235,12285,52.69,57160,4068,46414,137322,FPS
2015-05-18,PC,35490,8519,49.03,63178,7701,107205,71390,Action
2015-05-19,VR,3533,14744,11.44,19939,5094,9804,15563,RPG
2015-05-20,PC,104693,16999,70.25,94734,4386,61501,74752,RPG
2015-05-21,Console,102160,17026,42.77,57487,8742,13181,69974,Adventure
2015-05-22,PC,11348,3897,44.64,91122,3099,129167,56839,Simulation
2015-05-23,PC,53454,12055,78.45,63701,5524,64255,27581,Action
2015-05-24,Console,6412,2788,99.05,96265,5516,41394,12826,Action
2015-05-25,PC,59651,9637,57.08,42069,7050,108636,152538,Adventure
2015-05-26,Console,51000,19897,50.58,79289,9198,22776,35238,Adventure
2015-05-27,Mobile,71406,8053,36.18,99430,7779,21954,77609,Action
2015-05-28,PC,42892,6026,55.79,19921,7839,58392,137934,FPS
2015-05-29,VR,1339,8948,21.79,33291,2997,4700,39182,FPS
2015-05-30,Console,51827,10875,40.69,72405,9719,5692,32855,RPG
2015-05-31,PC,51574,10048,46.03,69021,2704,22113,146324,Adventure
2015-06-01,Console,63820,19109,37.11,41001,9417,23014,100736,Adventure
2015-06-02,VR,2517,13917,36.21,44697,2836,1431,11829,Simulation
2015-06-03,Mobile,126278,15201,41.8,25029,7297,91185,15612,RPG
2015-06-04,Console,86688,19518,73.85,82739,9439,28682,113495,FPS
2015-06-05,VR,2378,11373,29.61,73841,1230,3619,10384,FPS
2015-06-06,VR,1633,19592,22.42,62121,7472,5887,6959,Adventure
2015-06-07,PC,44201,10514,39.74,63806,1490,75971,73884,Adventure
2015-06-08,VR,2171,19379,34.03,82733,3905,6425,28117,Simulation
2015-06-09,PC,4468,1611,30.14,35201,7059,114592,14849,FPS
2015-06-10,VR,3823,19239,22.73,29882,5664,3302,7795,Action
2015-06-11,VR,1842,13077,17.12,94021,9479,2362,42677,FPS
2015-06-12,VR,722,4539,38.91,37188,8104,1914,14870,FPS
2015-06-13,Console,14520,5425,67.39,71852,8948,18452,25860,Simulation
2015-06-14,Console,2706,1073,49.04,47184,7611,6753,68235,FPS
2015-06-15,VR,198,1207,13.08,74949,2249,5806,17069,Adventure
2015-06-16,Console,46106,9850,89.69,99516,3400,23818,22957,Action
2015-06-17,VR,4006,19157,9.17,45455,3795,3074,10576,FPS
2015-06-18,Console,5275,1631,66.43,20854,2486,23287,24629,RPG
2015-06-19,VR,818,5974,25.3,26847,1795,2788,24668,Action
2015-06-20,PC,50634,13757,29.82,83409,7795,44380,23628,Adventure
2015-06-21,PC,47203,10939,76.25,55952,7078,48725,26491,RPG
2015-06-22,VR,2812,16517,22.79,28741,9863,4098,27352,Adventure
2015-06-23,Console,90823,15137,46.54,10417,1046,23791,63830,FPS
2015-06-24,Mobile,66709,11050,21.65,13291,6874,87687,22726,Action
2015-06-25,PC,12697,2656,45.3,10143,5399,108877,60906,RPG
2015-06-26,Mobile,95356,10196,39.64,75618,3851,77266,9822,Action
2015-06-27,Console,47142,11564,28.53,33861,3099,5311,31955,Adventure
2015-06-28,VR,441,2001,15.28,90216,8097,10899,44540,RPG
2015-06-29,VR,579,3146,18.58,15529,8204,10349,15342,Simulation
2015-06-30,PC,91209,13987,15.52,92637,5007,114737,58188,RPG
2015-07-01,Mobile,129077,15977,14.58,37435,7166,97719,104001,Simulation
2015-07-02,Console,59726,15320,72.41,35153,2197,13428,14727,Action
2015-07-03,VR,1736,15710,11.94,85365,3242,2770,31270,FPS
2015-07-04,Console,76229,19527,75.39,83362,9315,28958,66585,Simulation
2015-07-05,VR,1529,7296,33.49,43035,9124,3805,25760,Simulation
2015-07-06,PC,75844,15112,43.73,39117,3225,70276,75073,Adventure
2015-07-07,PC,51999,10534,39.92,55407,6490,19335,57223,RPG
2015-07-08,PC,32709,8170,42.57,51509,5197,107390,88293,Simulation
2015-07-09,VR,2314,16530,20.62,26051,7051,5602,12265,FPS
2015-07-10,Console,45096,11055,80.75,83964,5144,20674,52596,RPG
2015-07-11,Console,25989,4796,31.15,29362,1319,23552,9743,Action
2015-07-12,Mobile,79853,11366,14.41,11440,3512,11068,133268,Simulation
2015-07-13,VR,2215,11710,18.7,56109,7798,6433,48357,RPG
2015-07-14,Console,35922,7568,35.42,40450,9561,23711,117990,FPS
2015-07-15,PC,16087,2678,50.14,94041,3319,51709,10368,Simulation
2015-07-16,Mobile,104032,18056,22.55,30267,3023,37714,144902,Adventure
2015-07-17,PC,51485,15863,45.39,94639,8723,69959,133050,RPG
2015-07-18,Console,34188,8655,77.77,76854,3567,12048,100071,Simulation
2015-07-19,Console,17466,5365,33,21548,1243,10089,115849,FPS
2015-07-20,VR,3271,14849,33.89,30715,4183,2721,12771,Action
2015-07-21,PC,19189,3635,82.5,17770,8298,58412,177014,Simulation
2015-07-22,PC,29164,6700,29.67,41483,9328,115345,19090,Simulation
2015-07-23,VR,3503,17197,20.21,31636,9977,5332,30288,Adventure
2015-07-24,Console,24286,5652,63.22,73300,5656,28533,42279,RPG
2015-07-25,Console,27405,7192,87.2,18554,7940,10939,83498,FPS
2015-07-26,Mobile,138708,18554,16.42,37067,6738,31177,106946,FPS
2015-07-27,Mobile,181445,16946,23.96,76546,5832,21351,157448,RPG
2015-07-28,PC,64417,13294,29.16,22570,4903,96589,135136,Action
2015-07-29,PC,46372,9868,66.66,68968,6550,106563,131734,RPG
2015-07-30,VR,251,1547,11.46,79632,9606,5769,26185,Simulation
2015-07-31,VR,3598,19757,28.54,76775,6551,5885,20985,Adventure
2015-08-01,Console,56817,17290,41,22423,3992,11892,47008,Action
2015-08-02,Console,32314,6915,67.13,52007,1006,9907,121288,FPS
2015-08-03,Console,38367,15120,123.45,76579,3383,28540,69889,Simulation
2015-08-04,VR,830,5262,37.36,66253,4559,4356,28423,Adventure
2015-08-05,Console,5500,1211,115.5,73283,2731,23066,65443,Action
2015-08-06,Mobile,40497,6244,33.91,99066,8741,18221,41143,Action
2015-08-07,Console,36567,7124,83.15,54655,6649,33159,21570,Simulation
2015-08-08,PC,52038,13926,42.33,19487,1980,45166,107566,FPS
2015-08-09,PC,56420,13699,55.19,61970,6751,49710,118490,Action
2015-08-10,Mobile,110395,11404,45.71,74504,3287,40915,232232,Simulation
2015-08-11,VR,1741,8740,35.27,65750,3702,2878,55621,FPS
2015-08-12,PC,21385,8554,50.07,44441,7013,108167,148571,FPS
2015-08-13,PC,5996,1457,19.43,47258,6672,54989,156109,FPS
2015-08-14,VR,802,5998,23.6,95005,6152,9834,27221,FPS
2015-08-15,VR,710,4555,12.01,41128,1878,4502,4942,Action
2015-08-16,Mobile,12171,1903,22.79,90479,2697,31161,53880,RPG
2015-08-17,PC,95087,16852,61.56,47969,4070,124347,91463,Simulation
2015-08-18,Console,48325,10645,42.8,45135,2325,46400,13314,Action
2015-08-19,PC,5961,1493,61.53,52899,6131,79095,157764,RPG
2015-08-20,Mobile,7169,1226,31.23,51316,8805,73803,45164,FPS
2015-08-21,VR,2088,17872,9.17,60467,6846,7020,40728,Adventure
2015-08-22,VR,842,6987,38.33,77407,4807,13423,11973,Simulation
2015-08-23,Mobile,163867,14430,21.34,50274,8848,67861,47623,Action
2015-08-24,VR,2573,11145,23.75,39381,8590,9328,20546,Action
2015-08-25,VR,186,1258,33.52,39934,2605,8762,5001,Simulation
2015-08-26,PC,53469,10654,53.22,77692,5262,31671,134253,Action
2015-08-27,Console,60788,19754,67.95,99880,1775,23639,31768,RPG
2015-08-28,Mobile,22041,2399,44.41,47205,9316,46155,19940,Simulation
2015-08-29,PC,72334,15838,27.5,16995,4503,35876,109144,Adventure
2015-08-30,Mobile,115404,16533,47,15941,4045,19561,97053,Action
2015-08-31,VR,874,6700,22.31,96514,8902,2666,40977,FPS
2015-09-01,Mobile,167275,13438,9.74,10968,6304,112889,145681,Simulation
2015-09-02,Mobile,28555,6170,44.88,71027,6885,95313,168108,FPS
2015-09-03,Mobile,132744,16026,15.5,31579,3122,106429,152825,Action
2015-09-04,PC,56731,13641,90.75,74714,7929,81196,116838,FPS
2015-09-05,VR,294,1531,8.59,69676,2283,2229,15062,RPG
2015-09-06,PC,40069,14796,40.42,59715,9274,29382,109908,Adventure
2015-09-07,VR,3174,17577,39.93,53832,9085,3025,26192,RPG
2015-09-08,Console,59066,10525,51.04,30154,2264,29560,6878,RPG
2015-09-09,VR,3109,18356,14.02,85370,4616,8601,9658,RPG
2015-09-10,Mobile,21805,2787,48.04,69026,7427,27812,81694,FPS
2015-09-11,PC,8408,1563,81.41,22861,6470,102340,77667,Action
2015-09-12,PC,21498,3952,37.46,66888,9743,104230,33941,FPS
2015-09-13,VR,759,4342,24.16,83002,8827,2491,41870,Adventure
2015-09-14,Console,76734,19780,33.69,13829,7520,16265,79666,FPS
2015-09-15,Console,55589,13430,72.47,17150,3422,12569,4844,RPG
2015-09-16,VR,3327,18020,24.73,99685,2743,7041,44272,Adventure
2015-09-17,VR,2636,11754,31.03,41099,5516,7199,33749,Simulation
2015-09-18,PC,60967,11459,34.21,68883,6608,101739,127215,Action
2015-09-19,PC,33568,13427,52.69,54369,6034,54362,181457,Action
2015-09-20,VR,1651,19812,28.66,47879,9108,2405,43218,Simulation
2015-09-21,Mobile,151202,15538,21.57,51924,3219,93983,76412,Simulation
2015-09-22,PC,7750,2473,19.31,30189,4614,102441,20264,Simulation
2015-09-23,PC,75581,14775,38.71,31776,6504,51951,34594,Action
2015-09-24,PC,6984,1331,27.87,87891,4628,116488,9646,FPS
2015-09-25,Console,4413,1142,81.63,17693,6267,35208,66758,Action
2015-09-26,Console,19846,5928,38,69077,5731,21601,67830,FPS
2015-09-27,Console,39159,8427,145.24,52058,5267,45154,84756,Action
2015-09-28,PC,10399,1891,17.63,14956,2966,138573,5945,Adventure
2015-09-29,Mobile,17781,2035,33.29,87630,5474,107471,165985,Adventure
2015-09-30,PC,65019,13214,90.64,96664,9489,167456,106012,Simulation
2015-10-01,Console,39149,8401,85.47,77671,5248,27233,52352,FPS
2015-10-02,PC,30419,7239,10.64,92583,9368,55352,100704,RPG
2015-10-03,PC,25201,5541,100.83,72948,6684,96982,48369,Adventure
2015-10-04,PC,77981,13349,20.6,73656,6787,29369,82652,Adventure
2015-10-05,PC,18135,7254,57.25,42000,4173,99114,22722,Adventure
2015-10-06,Mobile,162118,19848,31.98,84306,7278,32711,70928,RPG
2015-10-07,VR,2888,14672,14.24,56882,1438,6011,24069,Simulation
2015-10-08,Mobile,100634,11572,20.49,38030,1521,101682,48532,Adventure
2015-10-09,PC,88720,19205,58.91,20974,5683,70319,175006,Simulation
2015-10-10,Mobile,73522,8662,33.18,83088,1858,41377,90891,RPG
2015-10-11,VR,3123,18267,27.19,42450,4526,6164,48317,FPS
2015-10-12,Console,14014,5652,45.77,50022,5861,13864,27606,RPG
2015-10-13,PC,13416,2622,25.92,69979,5626,101661,45754,FPS
2015-10-14,Console,84972,15141,32.5,61482,9739,23835,49657,Adventure
2015-10-15,Console,44225,15958,114.01,16479,4317,7615,41154,FPS
2015-10-16,Console,72732,17762,118.08,76674,4654,13805,27620,Adventure
2015-10-17,Mobile,86731,16086,39.04,35094,6541,45598,96427,Action
2015-10-18,PC,23540,5619,32.53,48662,3613,48920,27339,RPG
2015-10-19,Console,60940,12468,107.03,50517,5657,21694,86029,Simulation
2015-10-20,VR,939,6444,31.48,44394,9771,10169,41938,FPS
2015-10-21,Mobile,15540,1495,14.7,77969,3933,70024,114309,Simulation
2015-10-22,Mobile,59552,8879,23.36,97309,7340,97072,37429,RPG
2015-10-23,PC,120409,16641,52.35,84524,4081,45589,63766,Simulation
2015-10-24,Mobile,68536,6175,25.04,92155,4458,49871,5206,Simulation
2015-10-25,Mobile,73601,9648,38.59,61411,5710,24653,141085,Action
2015-10-26,PC,72166,13016,105.06,40248,3078,44431,101678,FPS
2015-10-27,Console,51567,8594,19.3,39619,7870,23339,105153,Action
2015-10-28,Mobile,220628,19032,30.14,80461,4609,44851,115360,Adventure
2015-10-29,VR,204,1656,47.55,48962,3779,7714,23832,Adventure
2015-10-30,PC,73577,18627,90.76,20207,3680,144729,43261,FPS
2015-10-31,PC,13803,3154,67.81,41481,4117,61026,148141,FPS
2015-11-01,Console,16194,5090,54.54,25491,7746,18168,101502,RPG
2015-11-02,PC,49463,12203,29.75,18162,8607,136313,140114,FPS
2015-11-03,Mobile,42763,6174,13.53,48488,7484,84791,260600,FPS
2015-11-04,Console,25580,6403,33.65,26902,3456,32135,25764,FPS
2015-11-05,VR,946,9293,11.54,81041,3240,7436,58554,Simulation
2015-11-06,PC,26892,4600,67.1,86471,4385,59048,36978,Simulation
2015-11-07,PC,82232,12096,45.02,21763,8958,28352,32245,RPG
2015-11-08,VR,2464,19370,23.3,17994,3558,2681,23383,FPS
2015-11-09,Mobile,12243,1655,22.95,73736,5867,38468,200348,FPS
2015-11-10,Console,58334,13713,89.24,58161,1670,28949,39718,Simulation
2015-11-11,PC,47075,12645,22.52,85784,5189,87018,132291,FPS
2015-11-12,PC,46053,10610,63.3,59886,4619,74135,104120,Action
2015-11-13,PC,110602,16454,72.03,59166,6828,76935,27705,Adventure
2015-11-14,Console,19142,3806,73.55,60241,5375,12611,8304,Adventure
2015-11-15,VR,2716,15037,11.23,13971,8768,6981,27661,Simulation
2015-11-16,Mobile,113173,12392,21.52,18473,7981,70969,137767,Adventure
2015-11-17,Console,24398,6862,49.86,51630,3595,29534,69054,Simulation
2015-11-18,PC,40500,9127,73.78,42617,4315,54688,14257,RPG
2015-11-19,VR,707,7149,27.67,19092,6431,7351,36161,Simulation
2015-11-20,Mobile,33878,4332,42.05,90354,9896,59687,150007,Action
2015-11-21,VR,2089,8356,7.88,31326,8357,5447,22490,FPS
2015-11-22,Mobile,163538,13083,46.21,44684,2295,22880,49544,Action
2015-11-23,VR,3305,13218,21.83,93682,9893,2670,45752,RPG
2015-11-24,VR,200,1024,22.1,12370,2385,5676,68957,Simulation
2015-11-25,PC,122724,16363,25.2,50441,6676,32949,65989,Action
2015-11-26,Console,91214,17766,84.81,85305,6693,19861,34576,Action
2015-11-27,VR,255,1527,10.32,70739,4154,5147,34955,Action
2015-11-28,Mobile,34735,4079,30.09,10316,8822,26624,162895,Adventure
2015-11-29,Mobile,33479,3608,15,19928,3069,46359,49942,Simulation
2015-11-30,PC,71708,17798,59.39,26272,3076,108842,19915,Adventure
2015-12-01,Console,7135,1443,32.99,44571,5615,24616,80147,Action
2015-12-02,VR,2274,11560,23.12,30143,1744,7222,24846,RPG
2015-12-03,VR,2741,12510,41.67,11246,7421,5157,45033,Action
2015-12-04,Mobile,16284,3908,33.8,54914,1521,48407,37792,Simulation
2015-12-05,VR,2164,17378,44.44,96307,7285,6400,18771,Simulation
2015-12-06,PC,66801,13487,27.04,17894,9622,70124,138503,FPS
2015-12-07,PC,8454,2150,102.52,50405,3563,56450,166029,Action
2015-12-08,PC,34798,6510,73.38,23203,4942,34179,99239,RPG
2015-12-09,Mobile,103341,12259,41.42,15136,6258,32940,66835,Action
2015-12-10,PC,46055,9188,41.21,20439,2909,41367,123633,RPG
2015-12-11,Console,20360,4787,17.06,71881,9256,14263,12996,FPS
2015-12-12,VR,2586,10342,39.47,48000,5744,6669,52662,Action
2015-12-13,PC,6840,2223,55.18,69796,7761,63440,154195,RPG
2015-12-14,VR,1051,6960,11.84,64337,7829,3635,40044,RPG
2015-12-15,VR,2527,15758,6.54,95603,3648,3722,28755,Simulation
2015-12-16,Console,12730,3854,30.54,50344,8008,32283,46435,Action
